t_index	term	df
12923	torment	10
12924	torn	7
12925	torpedo	64
12926	torr	1
12927	torricelli	1
12928	torso	1
12929	tortilla	1
12930	tortur	14
12931	toscap	1
12932	toss	14
12933	tossup	3
12934	total	75
12935	totalitarian	1
12936	tote	2
12937	totter	1
12938	touch	37
12939	touchdown	1
12940	touchi	2
12941	tough	32
12942	toughen	1
12943	tougher	2
12944	toughest	2
12945	toughfought	1
12946	tour	45
12947	tourism	1
12948	tourist	12
12949	tournament	51
12950	tout	2
12951	tow	18
12952	towel	1
12953	tower	21
12954	town	111
12955	townhallstyl	2
12956	townsend	1
12957	townspeopl	2
12958	towntotown	1
12959	toy	3
12960	trace	13
12961	tracey	1
12962	traci	1
12963	track	47
12964	trade	72
12965	trader	11
12966	tradit	45
12967	traffic	24
12968	traffick	22
12969	tragedi	48
12970	tragic	15
12971	trail	45
12972	trailer	13
12973	train	50
12974	trainer	14
12975	traips	1
12976	trait	1
12977	traition	1
12978	traitor	1
12979	trajkov	1
12980	trampl	2
12981	tran	7
12982	trang	1
12983	tranquil	6
12984	transact	6
12985	transcend	1
12986	transcript	6
12987	transfer	27
12988	transform	6
12989	transit	45
12990	translat	21
12991	transmiss	2
12992	transmit	1
12993	transmitt	1
12994	transnat	1
12995	transpar	13
12996	transpir	3
12997	transport	53
12998	traor	1
12999	trap	69
13000	trash	13
13001	trauma	7
13002	traumat	1
13003	travail	1
13004	travel	70
13005	travelg	1
13006	travesti	2
13007	tray	1
13008	tread	1
13009	treason	2
13010	treasur	5
13011	treasuri	2
13012	treat	39
13013	treati	7
13014	treatment	34
13015	trebjesanin	1
13016	tredway	1
13017	tree	13
13018	treeless	1
13019	trek	2
13020	trembl	1
13021	tremend	8
13022	tremor	23
13023	trench	1
13024	trenchantli	1
13025	trenchcoat	1
13026	trend	15
13027	trent	7
13028	tri	324
13029	triag	1
13030	trial	82
13031	triangl	1
13032	tribal	10
13033	tribe	9
13034	tribesmen	1
13035	tribespeopl	1
13036	tribun	30
13037	tribut	12
13038	trichovich	1
13039	trick	13
13040	tricki	6
13041	trickl	4
13042	tricov	1
13043	trident	1
13044	trigger	23
13045	trillion	1
13046	trilliondollar	1
13047	trim	12
13048	trio	1
13049	trip	83
13050	tripl	2
13051	triplelay	2
13052	triplett	1
13053	tripoli	1
13054	tripp	1
13055	triumph	15
13056	trivedi	1
13057	troop	67
13058	trooper	5
13059	trophi	2
13060	trophyhunt	1
13061	tropic	1
13062	trot	2
13063	troubl	64
13064	troublemak	1
13065	troublesom	2
13066	trounc	1
13067	troup	1
13068	trove	1
13069	truce	3
13070	truck	64
13071	truckbomb	3
13072	trucker	2
13073	truckload	5
13074	true	34
13075	truecrim	2
13076	truer	1
13077	truli	16
13078	truman	5
13079	trumpet	4
13080	trundl	1
13081	trust	25
13082	trustworthi	1
13083	truth	21
13084	tshirt	9
13085	tsvangirai	1
13086	tu	1
13087	tube	11
13088	tuck	3
13089	tucker	1
13090	tudela	10
13091	tudjman	3
13092	tuesday	164
13093	tug	4
13094	tugboat	1
13095	tull	7
13096	tumb	1
13097	tumbl	7
13098	tumult	2
13099	tumultu	5
13100	tuna	1
13101	tune	6
13102	tuneup	3
13103	tungata	1
13104	tunisia	1
13105	tunnel	5
13106	tupac	4
13107	turban	1
13108	turbin	3
13109	turbul	4
13110	tureen	1
13111	turf	1
13112	turk	2
13113	turkey	17
13114	turkish	2
13115	turmoil	16
13116	turn	179
13117	turnaround	2
13118	turncoat	1
13119	turner	1
13120	turnout	27
13121	turnov	7
13122	tusca	1
13123	tussl	1
13124	tutori	1
13125	tuxedo	1
13126	tv	59
13127	twa	1
13128	twelfth	1
13129	twelv	2
13130	twenti	7
13131	twice	42
13132	twig	1
13133	twin	6
13134	twinengin	8
13135	twist	21
13136	twoandahalf	1
13137	twobytwo	3
13138	twocandid	2
13139	twocar	1
13140	twochild	1
13141	twoday	5
13142	twohour	5
13143	twoinch	1
13144	twopag	4
13145	twoparti	1
13146	twopiec	2
13147	tworepubl	1
13148	twosetstonon	1
13149	twostep	1
13150	twostori	2
13151	twoterm	10
13152	twothird	5
13153	twotim	8
13154	twoway	4
13155	twoweek	2
13156	twoweeklong	1
13157	twoyear	7
13158	twoyearold	1
13159	tyner	1
13160	type	23
13161	typewrit	1
13162	typhu	1
13163	typic	6
13164	typifi	1
13165	typograph	2
13166	tyranni	3
13167	tyrant	2
13168	tyson	5
13169	tysyacheletiy	1
13170	u	2
13171	u2	2
13172	ueno	2
13173	ufwet	1
13174	ugaz	2
13175	ugli	3
13176	uhhuh	1
13177	uk	1
13178	ulihrach	2
13179	ultim	31
13180	ultimatum	3
13181	ultra	1
13182	ultralight	3
13183	ultramodern	2
13184	ultranationalist	3
13185	umbil	1
13186	umbrella	2
13187	umesh	1
13188	umpir	6
13189	unabl	24
13190	unaccept	7
13191	unaccount	12
13192	unaccountedfor	2
13193	unambigu	1
13194	unanim	6
13195	unannounc	4
13196	unansw	4
13197	unapologet	1
13198	unarm	5
13199	unattend	1
13200	unauthor	3
13201	unavoid	2
13202	unawar	3
13203	unbalanc	1
13204	unbear	1
13205	unbeaten	1
13206	unbeliev	6
13207	unbias	2
13208	unborn	1
13209	unbridl	1
13210	unbroken	2
13211	uncal	1
13212	uncanni	1
13213	unceasingli	1
13214	uncertain	14
13215	uncertainti	12
13216	unchalleng	3
13217	unchang	6
13218	uncharacterist	2
13219	uncharismat	1
13220	uncheck	4
13221	uncl	9
13222	unclaim	2
13223	unclassifi	3
13224	unclear	27
13225	uncoil	1
13226	uncollect	1
13227	uncomfort	2
13228	uncommit	2
13229	uncommon	1
13230	unconcern	1
13231	uncondit	4
13232	unconfirm	3
13233	unconsci	2
13234	unconstitut	2
13235	unconvinc	1
13236	uncork	1
13237	uncorrupt	1
13238	uncount	1
13239	uncov	14
13240	uncrit	1
13241	undaunt	1
13242	undecid	8
13243	undef	1
13244	undemocrat	3
13245	underachiev	1
13246	underag	4
13247	undercov	1
13248	undercut	9
13249	underdog	1
13250	underestim	5
13251	undergo	7
13252	undergon	1
13253	underground	6
13254	underli	3
13255	underlin	3
13256	undermin	14
13257	underneath	7
13258	underpaid	1
13259	underscor	14
13260	undersea	1
13261	undersecretari	2
13262	undersecretarygener	3
13263	undersheriff	2
13264	understaf	1
13265	understand	55
13266	understat	1
13267	understood	11
13268	understudi	1
13269	undertak	5
13270	undertaken	6
13271	underton	1
13272	undertook	1
13273	underw	5
13274	underwat	21
13275	underway	9
13276	underwood	1
13277	underworld	3
13278	undescrib	1
13279	undeserv	2
13280	undetect	6
13281	undisclos	2
13282	undisput	2
13283	undisturb	1
13284	undivid	1
13285	undo	1
13286	undon	1
13287	undoubtedli	3
13288	undu	2
13289	unduli	2
13290	unearth	4
13291	uneasi	8
13292	unelect	1
13293	unemploy	5
13294	unenforc	1
13295	unequivoc	2
13296	uner	2
13297	unesco	1
13298	unexpect	9
13299	unexpectedli	4
13300	unexpir	1
13301	unexplain	4
13302	unexplod	4
13303	unfair	13
13304	unfairli	4
13305	unfamiliar	4
13306	unfathom	2
13307	unfaz	3
13308	unfett	9
13309	unfinish	4
13310	unfit	15
13311	unflatt	1
13312	unfold	12
13313	unforc	12
13314	unfortun	17
13315	unfound	3
13316	unfurl	1
13317	ungovern	2
13318	unhappi	4
13319	unharm	5
13320	unheard	1
13321	unhelp	1
13322	unhurt	1
13323	unicef	1
13324	unidentifi	15
13325	unif	2
13326	unifi	12
13327	uniform	24
13328	unilater	1
13329	unimagin	3
13330	unimpos	1
13331	uninform	1
13332	uninhabit	1
13333	unintellig	1
13334	unintend	1
13335	union	59
13336	unionist	2
13337	unionl	1
13338	uniqu	3
13339	unit	375
13340	uniti	23
13341	univers	65
13342	univis	3
13343	unjust	3
13344	unjustifi	7
13345	unjustli	1
13346	unknowingli	1
13347	unknown	37
13348	unlaw	1
13349	unleash	5
13350	unless	14
13351	unlevel	1
13352	unlik	31
13353	unlimit	2
13354	unload	11
13355	unman	1
13356	unmark	1
13357	unmistak	2
13358	unnam	4
13359	unnecessari	6
13360	unnot	1
13361	unoffici	5
13362	unpack	1
13363	unpalat	1
13364	unpolish	1
13365	unpopular	7
13366	unpreced	27
13367	unprecedentedli	1
13368	unpredict	4
13369	unpretenti	2
13370	unprint	1
13371	unprotect	4
13372	unpunish	1
13373	unquestion	1
13374	unravel	8
13375	unreason	2
13376	unrecov	1
13377	unregul	3
13378	unrel	5
13379	unreli	2
13380	unrepres	2
13381	unresolv	4
13382	unrest	17
13383	unrestrict	1
13384	unsaf	3
13385	unsatisfactori	4
13386	unsatisfi	1
13387	unsavori	2
13388	unscath	5
13389	unschedul	2
13390	unscom	1
13391	unscript	1
13392	unscrupul	2
13393	unseason	1
13394	unseat	11
13395	unsecur	4
13396	unseed	12
13397	unseen	2
13398	unselfish	1
13399	unsettl	6
13400	unshaken	2
13401	unshaven	1
13402	unsheath	1
13403	unspecif	3
13404	unspecifi	6
13405	unspectacular	3
13406	unspoken	1
13407	unstabl	9
13408	unsteadi	1
13409	unsteadili	1
13410	unsubstanti	2
13411	unsuccess	15
13412	unsupervis	2
13413	unsur	6
13414	unsuspect	1
13415	unswervingli	2
13416	unsympathet	1
13417	untabul	2
13418	untaint	1
13419	untal	1
13420	untap	2
13421	untest	2
13422	unthink	3
13423	unthreaten	2
13424	untold	1
13425	untouch	3
13426	untreat	2
13427	untrustworthi	1
13428	untruth	2
13429	unus	2
13430	unusu	29
13431	unveil	3
13432	unwant	3
13433	unwarr	1
13434	unwil	10
13435	unwilling	3
13436	unwis	2
13437	unwittingli	2
13438	upbeat	1
13439	upcom	9
13440	updat	18
13441	upfront	1
13442	upheav	5
13443	upheld	1
13444	uphil	2
13445	uphold	3
13446	upkeep	1
13447	upper	8
13448	upris	44
13449	uproar	5
13450	uproot	1
13451	upscal	3
13452	upset	40
13453	upshot	1
13454	upsid	3
13455	upstag	1
13456	upstart	2
13457	upstat	2
13458	upsurg	1
13459	upto	1
13460	uptod	1
13461	upward	2
13462	ural	2
13463	urban	8
13464	urdulanguag	2
13465	ureg	1
13466	urg	91
13467	urgenc	4
13468	urgent	12
13469	uruguay	2
13470	urvashi	1
13471	usa	4
13472	usaid	2
13473	usama	1
13474	usback	13
13475	usbas	1
13476	use	307
13477	usha	1
13478	usher	3
13479	usl	5
13480	usnorth	2
13481	usrussia	1
13482	usrussian	6
13483	uss	237
13484	ussol	1
13485	ussr	2
13486	ustacov	1
13487	ustakov	1
13488	ustokov	1
13489	ustrain	4
13490	usual	39
13491	usulutan	1
13492	usvietnam	2
13493	usvietnames	3
13494	usyemeni	1
13495	utah	6
13496	utensil	1
13497	util	5
13498	uttar	4
13499	utter	3
13500	utterli	14
13501	uvarov	1
13502	uvil	1
13503	uzic	1
13504	v	8
13505	v22	1
13506	va	33
13507	vacanc	11
13508	vacant	3
13509	vacat	15
13510	vacuum	5
13511	vadim	8
13512	vagari	1
13513	vagu	3
13514	vaibhav	3
13515	vaidya	1
13516	vain	6
13517	vajpaye	13
13518	valdimir	2
13519	valentin	36
13520	valetin	1
13521	valiantli	1
13522	valid	6
13523	vall	1
13524	vallanc	1
13525	vallentin	1
13526	valley	4
13527	valu	21
13528	valuabl	8
13529	van	21
13530	vandal	3
13531	vanek	9
13532	vanish	6
13533	vanquish	2
13534	vantag	1
13535	vap	1
13536	vapid	1
13537	vara	3
13538	varadero	1
13539	varga	3
13540	vari	7
13541	variat	2
13542	varieti	9
13543	variou	24
13544	various	1
13545	varonec	1
13546	vasiltsov	1
13547	vassal	1
13548	vast	23
13549	vastli	4
13550	vat	1
13551	vault	3
13552	vavrinec	1
13553	vecernj	2
13554	vedrin	4
13555	veekz	1
13556	veen	1
13557	vega	4
13558	veget	1
13559	vehement	3
13560	vehicl	46
13561	veil	9
13562	vein	1
13563	velensuela	1
13564	velez	1
13565	velimir	2
13566	vellari	1
13567	vendingstand	1
13568	vendor	2
13569	veneer	1
13570	venezuela	3
13571	venezuelan	2
13572	veng	2
13573	venom	2
13574	vent	1
13575	ventil	1
13576	ventur	15
13577	ventura	1
13578	venturoni	1
13579	venu	36
13580	verandah	2
13581	verb	2
13582	verbal	3
13583	verdict	24
13584	verg	7
13585	veri	275
13586	verifi	7
13587	vermont	3
13588	vern	24
13589	vernon	6
13590	vero	3
13591	veronica	1
13592	veronika	1
13593	vers	5
13594	version	18
13595	versu	1
13596	vertigo	1
13597	veselinov	1
13598	vesna	2
13599	vessel	56
13600	vest	8
13601	vestig	7
13602	vet	2
13603	veteran	41
13604	veto	2
13605	vetrivinia	1
13606	vex	1
13607	vi	3
13608	vibe	1
13609	vibrat	1
13610	vicar	1
13611	vice	90
13612	vicent	1
13613	vicepresid	3
13614	vicepresidenti	2
13615	viciou	3
13616	vick	1
13617	victim	104
13618	victor	13
13619	victori	140
13620	video	39
13621	videodisc	1
13622	videotap	30
13623	vidyayevo	1
13624	vienna	1
13625	viet	3
13626	vietcong	1
13627	vietnam	55
13628	vietnamclinton	1
13629	vietnames	45
13630	vietnameseamerican	3
13631	view	61
13632	viewer	6
13633	viewpoint	1
13634	vigil	23
13635	vigor	10
13636	vij	1
13637	vijay	1
13638	vijesti	1
13639	vike	1
13640	vikram	1
13641	viktor	1
13642	vila	1
13643	vile	1
13644	vilifi	4
13645	villa	4
13646	villag	34
13647	villain	1
13648	villamil	1
13649	villanueva	3
13650	vilonuaeva	1
13651	vinc	1
13652	vincent	4
13653	vinci	4
13654	vinciguerra	2
13655	vindic	3
13656	vindict	2
13657	vineet	2
13658	vinegar	1
13659	vini	1
13660	vinroot	1
13661	vintag	1
13662	violat	31
13663	violenc	105
13664	violent	32
13665	vip	2
13666	viral	1
13667	virgin	2
13668	virgini	4
13669	virginia	61
13670	virginian	1
13671	virtu	3
13672	virtual	25
13673	viru	7
13674	virul	1
13675	visa	8
13676	viscer	1
13677	visibl	37
13678	vision	10
13679	visit	155
13680	visitor	6
13681	visor	1
13682	vista	1
13683	visual	4
13684	vital	17
13685	vitali	1
13686	vitamin	1
13687	vitup	1
13688	vituper	1
13689	vivid	5
13690	vividli	2
13691	viyanka	2
13692	vk	2
13693	vladamiro	1
13694	vladan	2
13695	vlademi	1
13696	vlademiro	1
13697	vladimero	1
13698	vladimir	79
13699	vladimiro	41
13700	vlajko	4
13701	vlatislav	1
13702	vo	2
13703	voa	58
13704	vocabulari	1
13705	vocal	3
13706	vodafon	7
13707	vogu	2
13708	voic	35
13709	void	7
13710	voinovich	1
13711	voislav	1
13712	vojislav	98
13713	vojislov	3
13714	vojvodina	5
13715	volatil	18
13716	volcan	1
13717	volcano	1
13718	volgin	1
13719	volley	15
13720	volta	1
13721	volum	1
13722	volunt	28
13723	voluntarili	2
13724	von	5
13725	vopt	1
13726	vote	181
13727	votecount	3
13728	votegett	1
13729	voter	64
13730	voterig	2
13731	vow	45
13732	voyag	5
13733	vranj	2
13734	vranjkov	1
13735	vtrac	1
13736	vu	1
13737	vucic	1
13738	vuk	5
13739	vukicev	1
13740	vulcanologist	1
13741	vulner	35
13742	vuong	1
13743	vy	2
13744	vya	3
13745	vyacheslav	4
13746	vycheslav	1
13747	w	70
13748	wa	892
13749	wada	1
13750	wade	4
13751	wadi	1
13752	waft	2
13753	wage	14
13754	wagner	3
13755	wahab	1
13756	waifish	1
13757	waight	1
13758	wail	9
13759	wainek	1
13760	waisman	1
13761	waistband	1
13762	wait	99
13763	waiv	7
13764	waiver	5
13765	wake	31
13766	wakeforest	1
13767	wakeup	1
13768	wakil	1
13769	walden	2
13770	waldo	1
13771	walk	67
13772	walker	7
13773	walkietalki	1
13774	walkin	2
13775	walkout	7
13776	wall	72
13777	wallac	3
13778	walledin	1
13779	wallstreet	1
13780	walmart	1
13781	walter	6
13782	wand	2
13783	wanda	1
13784	wander	15
13785	wane	9
13786	wanna	1
13787	want	282
13788	war	191
13789	warcrim	4
13790	ward	5
13791	warden	4
13792	ware	1
13793	warehous	3
13794	warera	1
13795	warfar	9
13796	warfight	1
13797	warhead	1
13798	wari	7
13799	warii	1
13800	warili	1
13801	warm	14
13802	warmer	1
13803	warmest	1
13804	warmli	2
13805	warmth	2
13806	warmup	4
13807	warn	109
13808	warner	6
13809	warp	1
13810	warplan	5
13811	warrant	16
13812	warrel	2
13813	warren	9
13814	warrior	5
13815	warroom	1
13816	warsaw	1
13817	warship	77
13818	warshiprefuel	1
13819	wartim	2
13820	wartorn	1
13821	wash	8
13822	washak	1
13823	washington	211
13824	washingtonbas	3
13825	wasnt	55
13826	wast	5
13827	wastag	1
13828	watch	99
13829	watchdog	2
13830	watcher	5
13831	watchman	3
13832	watchtow	1
13833	water	113
13834	waterfil	3
13835	waterfront	2
13836	waterg	1
13837	waterlin	11
13838	watermelon	1
13839	watersh	1
13840	waterway	2
13841	watkin	1
13842	watson	2
13843	wave	57
13844	waver	2
13845	wax	1
13846	way	301
13847	waybourn	1
13848	wayn	6
13849	wayner	1
13850	wbaifm	1
13851	wcaut	1
13852	wcautv	1
13853	weak	28
13854	weaken	8
13855	weaker	9
13856	wealth	8
13857	wealthi	15
13858	wealthier	1
13859	wealthiest	1
13860	weapon	75
13861	weaponri	9
13862	wear	40
13863	weari	14
13864	weather	47
13865	weatherinduc	1
13866	weav	1
13867	web	18
13868	webb	1
13869	weber	1
13870	websit	7
13871	webster	8
13872	wed	17
13873	wedg	1
13874	wednesday	177
13875	wee	3
13876	week	375
13877	weekend	65
13878	weekli	10
13879	weekz	1
13880	weep	14
13881	weigh	13
13882	weight	14
13883	weighti	1
13884	weingartn	2
13885	weird	3
13886	welcom	49
13887	weld	7
13888	welder	1
13889	weldon	2
13890	welfar	3
13891	wellarm	1
13892	wellb	3
13893	wellbuilt	1
13894	wellcalcul	1
13895	wellconnect	1
13896	wellearn	1
13897	welleduc	1
13898	wellestablish	1
13899	wellfinanc	1
13900	wellfound	1
13901	wellfund	2
13902	wellintent	3
13903	wellknown	12
13904	wellorgan	11
13905	wellplan	7
13906	wellrespect	1
13907	wellrun	2
13908	welltim	2
13909	welltrain	1
13910	wellwish	3
13911	wellworn	1
13912	wen	1
13913	wendi	1
13914	went	159
13915	wento	1
13916	wep	2
13917	wept	4
13918	werent	24
13919	wesley	3
13920	west	125
13921	western	116
13922	westernmad	1
13923	westminst	1
13924	westward	1
13925	wet	3
13926	wethi	10
13927	weve	49
13928	wgbh	6
13929	whack	2
13930	whale	2
13931	whatev	26
13932	whatsoev	3
13933	wheat	1
13934	wheaton	1
13935	wheel	1
13936	wheelchair	1
13937	wheeler	3
13938	whenev	12
13939	wherea	3
13940	whereabout	23
13941	wherev	5
13942	whet	1
13943	whi	93
13944	whiff	1
13945	whilst	3
13946	whim	1
13947	whip	5
13948	whippani	1
13949	whirlwind	1
13950	whisk	1
13951	whisper	3
13952	whistl	5
13953	whistleblow	1
13954	whitacr	1
13955	white	166
13956	whitewash	3
13957	whitewat	19
13958	whitman	3
13959	whitmir	1
13960	whittl	2
13961	wholeheartedli	1
13962	wholesal	1
13963	wholesom	1
13964	wholl	2
13965	wholli	1
13966	whop	4
13967	whove	4
13968	wi	4
13969	wibberley	5
13970	wichita	1
13971	wick	1
13972	wide	67
13973	wideey	1
13974	widen	7
13975	wider	9
13976	widerang	3
13977	widespread	18
13978	widow	45
13979	wield	7
13980	wife	124
13981	wiland	1
13982	wild	19
13983	wildcard	1
13984	wildest	1
13985	wildli	5
13986	wildlif	1
13987	wilkesbarr	1
13988	willi	4
13989	william	143
13990	williams	2
13991	williamsport	4
13992	willing	8
13993	wilma	1
13994	wilson	31
13995	wimbledon	23
13996	win	153
13997	wind	24
13998	windfal	1
13999	windi	1
14000	window	43
14001	windowless	1
14002	wing	7
14003	wingat	1
14004	winner	85
14005	winnertakeal	1
14006	winsegerera	1
14007	winstonsalem	5
14008	winter	4
14009	winton	2
14010	wipe	16
14011	wire	17
14012	wisconsin	12
14013	wisconsinmilwauke	3
14014	wisdom	3
14015	wise	5
14016	wiser	2
14017	wish	38
14018	wisnep	1
14019	wisnip	1
14020	wist	1
14021	wit	75
14022	witch	1
14023	withdraw	19
14024	withdrawn	5
14025	withdrew	16
14026	wither	1
14027	withheld	4
14028	withhold	5
14029	withstand	8
14030	withstood	3
14031	witless	2
14032	witt	1
14033	wittmann	2
14034	wive	2
14035	wnbctv	1
14036	wo	2
14037	wodi	1
14038	woe	1
14039	woefulli	1
14040	woke	5
14041	woken	3
14042	wolf	4
14043	wolfenson	1
14044	wolfowitz	1
14045	wolfson	4
14046	woman	61
14047	women	106
14048	won	143
14049	wond	1
14050	wonder	41
14051	wont	43
14052	woo	2
14053	wood	16
14054	wooden	10
14055	woodford	2
14056	woodfram	2
14057	woodgouskov	1
14058	woodland	14
14059	woodleaf	1
14060	woodridg	1
14061	woodrow	2
14062	woodruff	8
14063	woodword	1
14064	woolridg	1
14065	woolsey	1
14066	wooster	1
14067	word	92
14068	wore	22
14069	work	317
14070	workaday	1
14071	workboat	1
14072	worker	141
14073	workforc	4
14074	workingclass	6
14075	workmen	1
14076	workplac	1
14077	workshop	3
14078	worl	1
14079	world	244
14080	worldli	2
14081	worldwid	23
14082	worn	8
14083	worri	52
14084	worriesom	1
14085	worrisom	1
14086	wors	28
14087	worsen	5
14088	worship	15
14089	worshipp	1
14090	worst	60
14091	worth	26
14092	worthsal	1
14093	worthwhil	1
14094	wouldb	1
14095	wouldnt	48
14096	wouldv	1
14097	wound	100
14098	wow	1
14099	wrack	4
14100	wrangl	2
14101	wrap	17
14102	wraparound	1
14103	wrath	2
14104	wrc	1
14105	wre	1
14106	wreak	3
14107	wreck	14
14108	wreckag	24
14109	wrench	9
14110	wrest	5
14111	wrinkl	1
14112	wrist	3
14113	writ	1
14114	write	27
14115	writein	1
14116	writer	11
14117	written	43
14118	writtenbycommitte	1
14119	wrn	1
14120	wrong	49
14121	wrongdo	8
14122	wrongfoot	1
14123	wrote	41
14124	wrought	1
14125	ws	1
14126	wta	2
14127	wv	1
14128	wva	1
14129	wwwcarnahan2000com	2
14130	wwwdefenselinkmil	1
14131	wwwirvingpdcom	3
14132	wwwjohnashcroftcom	2
14133	wwwstategovwwwregionswhaindexhtml	1
14134	wwwtdcjstatetxu	1
14135	wwwvoagovnewsnow	1
14136	wxyztv	1
14137	wych	3
14138	wyo	5
14139	wyom	2
14140	x	6
14141	xavier	1
14142	xenophob	3
14143	xenophobia	2
14144	xiangkhouang	1
14145	xinjiang	2
14146	xuan	1
14147	y	1
14148	ya	1
14149	yaakov	1
14150	yacht	3
14151	yahia	1
14152	yakovlev	1
14153	yale	1
14154	yaleeduc	1
14155	yamoussoukro	1
14156	yan	1
14157	yank	2
14158	yanke	1
14159	yanyodiwich	1
14160	yapi	1
14161	yard	21
14162	yarra	1
14163	yashwant	1
14164	yasser	14
14165	yassir	1
14166	yaun	1
14167	yaya	1
14168	ye	25
14169	yeah	13
14170	year	486
14171	yearli	1
14172	yearold	1
14173	yearround	1
14174	yell	2
14175	yellow	7
14176	yeltsin	4
14177	yemen	240
14178	yemeni	128
14179	yemeniamerican	1
14180	yemeniborn	1
14181	yemeniinspir	1
14182	yere	1
14183	yeshiva	1
14184	yesinde	1
14185	yesterday	67
14186	yevgen	1
14187	yevgeni	27
14188	yi	1
14189	yield	10
14190	yodowich	1
14191	yojislav	1
14192	yomiuri	2
14193	yonah	1
14194	yopougon	5
14195	yore	1
14196	york	90
14197	yorkbas	1
14198	yorker	3
14199	yorkman	1
14200	yorknew	1
14201	yoshiro	5
14202	youd	9
14203	youll	5
14204	youn	1
14205	young	86
14206	youngblood	1
14207	younger	20
14208	youngest	6
14209	youngster	3
14210	youth	15
14211	youv	17
14212	youzhni	2
14213	yovano	1
14214	yu132	2
